cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
505434,LYNNWOOD POST ACUTE REHABILITATION CENTER,5821 188TH STREET SOUTHWEST,LYNNWOOD,WA,98037,4257765512,300,Snohomish,For profit - Corporation,67,59.3,NA,Medicare and Medicaid,N,"LYNNWOOD HEALTH SERVICES, INC.",1992-01-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,5,NA,3,NA,4,NA,NA,NA,2.12663,0.91115,0.88942,1.80057,3.9272,3.53057,0.71467,0.13382,57.1,NA,57.1,NA,0,NA,1.31245,0.95003,2.188,0.82478,0.64387,3.65665,3.23391,2.22621,0.95381,0.93107,4.11109,3.69589,2024-07-22,13,11,2,60,1,0,60,2023-04-12,27,13,14,180,1,0,180,90,2,10,0,2,70609.5,0,2,"5821 188TH STREET SOUTHWEST,LYNNWOOD,WA,98037",47.8284,-122.31,NA,2025-07-01
505435,ELISEO,1301 N HIGHLANDS PARKWAY,TACOMA,WA,98406,2537527112,260,Pierce,Non profit - Corporation,187,123.1,NA,Medicare and Medicaid,N,ELISEO,1992-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.86284,1.04746,0.5613,1.60876,4.47159,4.0572,0.45725,0.0429,39.3,NA,43.5,NA,0,NA,1.72458,1.24836,2.87507,1.08377,0.84606,4.80489,4.24941,2.28071,0.83447,0.44716,3.56235,3.23222,2025-05-09,19,15,4,104,0,0,104,2024-06-05,21,14,8,144,1,0,144,114,6,12,0,0,0,0,0,"1301 N HIGHLANDS PARKWAY,TACOMA,WA,98406",47.2621,-122.52,NA,2025-07-01
505436,GIG HARBOR HEALTH AND REHABILITATION,3309 45TH STREET COURT NORTHWEST,GIG HARBOR,WA,98335,2538588688,260,Pierce,For profit - Corporation,120,93.7,NA,Medicare and Medicaid,N,GIG HARBOR SNF OPERATIONS LLC,1992-01-01,HILL VALLEY HEALTHCARE,270,40,2.3,2.1,1.8,3.9,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,4,NA,5,NA,3,NA,NA,NA,2.16238,0.86921,0.80368,1.67289,3.83528,3.51996,0.57728,0.05434,73.8,NA,61.9,NA,1,NA,1.26036,0.91233,2.10117,0.79205,0.61832,3.51153,3.10557,2.35719,0.94752,0.87608,4.18078,3.83706,2024-12-11,34,28,7,239,1,0,239,2024-02-28,51,37,17,416,1,0,416,283.25,20,15,NA,2,146445,2,4,"3309 45TH STREET COURT NORTHWEST,GIG HARBOR,WA,98335",47.2998,-122.58,NA,2025-07-01
505441,NORTH CENTRAL CARE CENTER,N 1812 WALL STREET,SPOKANE,WA,99205,5093286030,310,Spokane,For profit - Corporation,99,81.3,NA,Medicare and Medicaid,N,"NORTH CENTRAL CARE CENTER, INC.",1992-03-01,HYATT FAMILY FACILITIES,276,5,2.4,2.4,3.2,3.4,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,3,NA,NA,NA,2.38653,0.77867,0.59975,1.37842,3.76495,3.38693,0.38199,0.13537,37.7,NA,45.5,NA,0,NA,1.3312,0.96361,2.21926,0.83656,0.65307,3.70888,3.28011,2.46309,0.80365,0.61899,3.88574,3.49559,2024-03-29,14,14,0,64,1,0,64,2023-02-28,14,10,7,92,1,0,92,71,2,2,0,0,0,0,0,"N 1812 WALL STREET,SPOKANE,WA,99205",47.6955,-117.44,22,2025-07-01
505442,CAROLINE KLINE GALLAND HOME,7500 SEWARD PARK AVENUE SOUTH,SEATTLE,WA,98118,2067258800,160,King,Non profit - Corporation,205,198.3,NA,Medicare and Medicaid,N,THE CAROLINE KLINE GALLAND HOME,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,3.91963,0.83242,0.97472,1.80714,5.72677,5.00437,0.79748,0.07757,43.1,NA,47.4,NA,NA,26,1.76079,1.27457,2.93543,1.10653,0.86382,4.90577,4.33862,3.0584,0.64952,0.76055,4.46848,3.90481,2024-11-21,13,13,0,68,1,0,68,2023-08-04,3,3,1,16,1,0,16,55,0,1,NA,0,0,0,0,"7500 SEWARD PARK AVENUE SOUTH,SEATTLE,WA,98118",47.5353,-122.27,NA,2025-07-01
505453,KIN ON HEALTH CARE CENTER,4416 SOUTH BRANDON STREET,SEATTLE,WA,98118,2067213630,160,King,Non profit - Corporation,100,92.5,NA,Medicare and Medicaid,N,KIN ON HEALTH CARE CENTER,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.34017,0.45171,1.23126,1.68296,4.02314,3.65826,1.04654,0.04698,34.1,NA,38.5,NA,NA,26,1.3909,1.00682,2.31878,0.87408,0.68235,3.87521,3.4272,2.31159,0.44619,1.21622,3.97399,3.61357,2025-02-26,23,16,7,215,1,0,215,2024-01-03,18,18,0,92,1,0,92,184.25,7,2,NA,0,0,1,1,"4416 SOUTH BRANDON STREET,SEATTLE,WA,98118",47.5534,-122.28,NA,2025-07-01
505454,NORTH VALLEY HOSPITAL,22 W 1ST STREET,TONASKET,WA,98855,5094862151,230,Okanogan,Government - Hospital district,42,38.7,NA,Medicare and Medicaid,Y,LONG TERM CARE DIVISION OF OCPHD 4,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,3,NA,3,NA,NA,2,5,NA,NA,NA,2.90836,0.25638,1.41294,1.66932,4.57768,3.93196,0.9918,0.06849,41.1,NA,21.4,NA,NA,26,1.14269,0.82715,1.90499,0.7181,0.56059,3.1836700000000002,2.81561,3.49686,0.30826,1.69884,5.50396,4.72757,2024-11-16,11,11,0,76,1,0,76,2023-09-15,7,6,1,48,1,0,48,69,1,0,0,1,7442.5,0,1,"22 W 1ST STREET,TONASKET,WA,98855",48.7067,-119.44,NA,2025-07-01
505455,JUDSON PARK HEALTH CENTER,23620 MARINE VIEW DRIVE SOUTH,DES MOINES,WA,98198,2068244000,160,King,Non profit - Corporation,96,77.8,NA,Medicare and Medicaid,N,HUMANGOOD WASHINGTON,1992-01-01,HUMANGOOD,274,17,4.2,3.5,4.6,4.2,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.9526,0.77746,1.22737,2.00484,4.95744,4.26715,0.77913,0.06158,27.6,NA,43.3,NA,0,NA,1.7477,1.26509,2.91361,1.0983,0.8574,4.8693,4.30637,2.32111,0.61118,0.96487,3.89716,3.35451,2024-05-09,17,17,0,96,1,0,96,2023-01-12,20,20,0,132,1,0,132,105,0,0,NA,1,6500,0,1,"23620 MARINE VIEW DRIVE SOUTH,DES MOINES,WA,98198",47.3895,-122.32,NA,2025-07-01
505463,MADISON POST ACUTE,2520 MADISON,EVERETT,WA,98203,4253534040,300,Snohomish,For profit - Limited Liability company,59,46.2,NA,Medicare and Medicaid,N,"EVERETT POST ACUTE, LLC",1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,2.37319,0.84213,0.9354,1.77753,4.15072,3.44195,0.8961,0.0905,51.6,NA,60,NA,1,NA,1.60259,1.16006,2.6717,1.00711,0.78621,4.46502,3.94883,2.03454,0.72196,0.80192,3.55842,2.95079,2024-08-07,14,14,1,52,1,0,52,2023-10-16,27,26,1,140,1,0,140,74,1,1,0,2,202498,1,3,"2520 MADISON,EVERETT,WA,98203",47.9361,-122.2,NA,2025-07-01
505465,JOSEPHINE CARING COMMUNITY,9901 272ND PLACE NORTHWEST,STANWOOD,WA,98292,3606292126,300,Snohomish,Non profit - Corporation,160,109.3,NA,Medicare and Medicaid,N,JOSEPHINE CARING COMMUNITY,1992-01-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.85431,0.93661,0.9468,1.88341,4.73772,3.85797,0.59732,0.01873,26.8,NA,23.8,NA,0,NA,1.79187,1.29707,2.98724,1.12606,0.87907,4.99236,4.4152,2.18853,0.71814,0.72596,3.63263,2.95808,2024-07-15,7,7,0,52,1,0,52,2023-04-25,17,12,5,84,1,0,84,60,1,2,0,1,3250,0,1,"9901 272ND PLACE NORTHWEST,STANWOOD,WA,98292",48.2436,-122.37,NA,2025-07-01
505469,THE TERRACES AT SKYLINE,715 9TH AVENUE,SEATTLE,WA,98104,2064071700,160,King,Non profit - Corporation,34,27.4,NA,Medicare and Medicaid,N,PRESBYTERIAN RETIREMENT COMMUNITIES NORTHWEST,1992-01-16,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,4,NA,5,NA,3,NA,NA,NA,3.31456,1.04782,0.88793,1.93574,5.25031,5.09553,0.79417,0.20952,NA,26,NA,26,NA,26,1.36981,0.99156,2.28363,0.86083,0.67201,3.81646,3.37525,3.32447,1.05095,0.89058,5.26601,5.11076,2024-08-23,15,14,15,92,1,0,92,2023-05-01,21,20,1,120,1,0,120,99,3,2,NA,0,0,0,0,"715 9TH AVENUE,SEATTLE,WA,98104",47.6064,-122.33,NA,2025-07-01
505470,COLUMBIA LUTHERAN HOME,4700 PHINNEY AVENUE NORTH,SEATTLE,WA,98103,2066327400,160,King,Non profit - Corporation,116,77.6,NA,Medicare and Medicaid,N,COLUMBIA LUTHERAN MINISTRIES,1992-03-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,NA,NA,3.16029,0.46815,1.00753,1.47568,4.63597,4.31801,0.8931,0.20687,37.3,NA,14.3,NA,0,NA,1.70932,1.23731,2.84962,1.07418,0.83857,4.76237,4.2118,2.54016,0.37628,0.80983,3.72628,3.47071,2025-03-20,13,13,0,76,1,0,76,2024-02-28,24,21,3,124,1,0,124,88,0,2,0,0,0,0,0,"4700 PHINNEY AVENUE NORTH,SEATTLE,WA,98103",47.6629,-122.35,NA,2025-07-01
505473,AGILITY HEALTH AND REHABILITATION,5520 BRIDGEPORT WAY WEST,UNIVERSITY PLACE,WA,98467,2535667166,260,Pierce,For profit - Corporation,120,113.7,NA,Medicare and Medicaid,N,BRIDGEPORT WAY W HEALTHCARE LLC,1992-05-01,VERTICAL HEALTH SERVICES,636,17,1.6,1.9,1.5,3.3,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,2.483,0.98091,0.51835,1.49927,3.98226,3.29779,0.33472,0.04511,43.3,NA,22.2,NA,0,NA,1.4162,1.02513,2.36096,0.88998,0.69477,3.9457,3.48954,2.40885,0.95162,0.50288,3.86334,3.19931,2025-04-11,14,14,0,64,1,0,64,2024-05-09,11,8,3,56,1,0,56,62,0,3,0,0,0,0,0,"5520 BRIDGEPORT WAY WEST,UNIVERSITY PLACE,WA,98467",47.207,-122.53,NA,2025-07-01
505474,MARTHA AND MARY HEALTH SERVICE,19160 FRONT STREET NORTHEAST,POULSBO,WA,98370,3607797500,170,Kitsap,For profit - Individual,135,108.3,NA,Medicare and Medicaid,N,MARTHA AND MARY HEALTH SERVICES,1992-07-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,4,NA,4,NA,4,NA,5,NA,NA,NA,2.93202,0.87633,1.10849,1.98482,4.91684,4.03467,0.69546,0.01425,36.2,NA,28.6,NA,1,NA,1.60111,1.15899,2.66923,1.00618,0.78548,4.4609,3.94518,2.51595,0.75197,0.95119,4.21911,3.46212,2024-12-16,19,16,3,100,1,0,100,2023-10-27,16,16,3,100,1,0,100,100,4,1,NA,0,0,0,0,"19160 FRONT STREET NORTHEAST,POULSBO,WA,98370",47.7368,-122.65,NA,2025-07-01
505475,WESLEY HOMES DES MOINES HEALTH CENTER,826 SOUTH 218TH STREET,DES MOINES,WA,98198,2068243663,160,King,Non profit - Corporation,148,68.9,NA,Medicare and Medicaid,N,WESLEY HOMES DES MOINES LLC,1992-05-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Both,Yes,3,NA,2,NA,5,NA,3,NA,5,NA,3,NA,NA,NA,2.91969,0.69912,1.03838,1.73749,4.65719,4.14812,0.72225,0.08776,43.4,NA,33.3,NA,NA,26,1.75138,1.26776,2.91974,1.10061,0.8592,4.87955,4.31543,2.29042,0.54844,0.81458,3.65343,3.25408,2024-10-29,19,19,2,112,1,0,112,2023-08-08,23,21,2,192,1,0,192,132,0,2,NA,1,33540,0,1,"826 SOUTH 218TH STREET,DES MOINES,WA,98198",47.4075,-122.32,NA,2025-07-01
505476,BAILEY-BOUSHAY HOUSE,2720 EAST MADISON,SEATTLE,WA,98112,2063225300,160,King,Non profit - Corporation,35,29.1,NA,Medicare and Medicaid,N,VIRGINIA MASON MEDICAL CENTER,1992-06-25,COMMONSPIRIT HEALTH,151,19,3.1,2.6,3.3,3.9,N,NA,N,N,N,None,Yes,4,NA,3,NA,4,NA,4,NA,NA,2,5,NA,NA,NA,5.04979,0.36745,5.75226,6.11971,11.1695,10.08997,4.98572,0.02016,39.3,NA,31.1,NA,0,NA,1.3315,0.96382,2.21975,0.83675,0.65321,3.70972,3.28084,5.21063,0.37915,5.93548,11.52526,10.41134,2024-05-20,16,15,1,80,1,0,80,2023-03-01,13,11,2,88,1,0,88,82,4,0,NA,0,0,0,0,"2720 EAST MADISON,SEATTLE,WA,98112",47.6228,-122.3,NA,2025-07-01
505478,CORWIN CENTER AT EMERALD HEIGHTS,10901 - 176TH CIRCLE NORTHEAST,REDMOND,WA,98052,4255568150,160,King,Non profit - Corporation,61,51.2,NA,Medicare and Medicaid,N,EASTSIDE RETIREMENT ASSOCIATION,1992-12-08,NA,NA,NA,NA,NA,NA,NA,Y,NA,Y,N,N,Resident,Yes,4,NA,2,NA,5,NA,3,NA,5,NA,5,NA,NA,NA,3.1559,0.87582,1.03168,1.9075,5.06339,4.36393,0.77529,0.16395,37.5,NA,30.8,NA,0,NA,1.17852,0.85309,1.96472,0.74061,0.57816,3.2835,2.9039,3.67912,1.02102,1.20273,5.90286,5.08744,2025-04-23,16,11,7,100,1,0,100,2024-04-05,21,15,11,128,1,0,128,107,9,6,2,1,3250,0,1,"10901 - 176TH CIRCLE NORTHEAST,REDMOND,WA,98052",47.697,-122.11,NA,2025-07-01
505483,ALASKA GARDENS HEALTH AND REHABILITATION,6220 SOUTH ALASKA STREET,TACOMA,WA,98408,2534765300,260,Pierce,For profit - Individual,123,104.3,NA,Medicare and Medicaid,N,ALASKA GARDENS SNF OPERATIONS LLC,1993-08-26,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,1,NA,1,NA,3,NA,2,NA,4,NA,2,NA,NA,NA,2.36593,1.22534,0.36723,1.59257,3.9585,3.63804,0.26547,0.04851,56.8,NA,69.2,NA,0,NA,1.33845,0.96886,2.23135,0.84112,0.65663,3.72909,3.29798,2.4286,1.2578,0.37696,4.06336,3.73441,2025-05-23,27,10,18,345,0,0,345,2024-03-15,20,12,10,124,1,0,124,289.75,15,25,NA,2,269251.25,0,2,"6220 SOUTH ALASKA STREET,TACOMA,WA,98408",47.2004,-122.46,NA,2025-07-01
505484,NORTHWOODS LODGE,2321 SCHOLD PLACE NORTHWEST,SILVERDALE,WA,98383,3606983930,170,Kitsap,For profit - Limited Liability company,57,50.1,NA,Medicare and Medicaid,N,"SANTE SNF OP CO, LLC",1994-02-01,SANTE,466,5,4.4,3.4,3.8,5,N,NA,N,N,N,None,Yes,4,NA,3,NA,5,NA,NA,2,5,NA,4,NA,NA,NA,2.54232,1.50258,1.27088,2.77347,5.31579,4.45845,0.86506,0.33062,55,NA,52.6,NA,1,NA,1.57223,1.13808,2.62108,0.98803,0.77131,4.38043,3.87401,2.22163,1.31305,1.11057,4.64524,3.89605,2025-01-13,20,18,2,136,1,0,136,2024-01-12,8,5,3,56,1,0,56,116,4,4,0,1,51941.5,0,1,"2321 SCHOLD PLACE NORTHWEST,SILVERDALE,WA,98383",47.6741,-122.68,NA,2025-07-01
505485,LINDEN GROVE HEALTH CARE CENTER,400 - 29TH STREET NORTHEAST,PUYALLUP,WA,98373,2538404400,260,Pierce,For profit - Limited Liability company,130,106,NA,Medicare and Medicaid,N,400 29TH STREET NORTHEAST OPERATIONS LLC,1993-08-04,GENESIS HEALTHCARE,237,215,2.3,2.3,2.5,3.2,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,4,NA,1,NA,3,NA,NA,NA,2.41466,1.0702,0.43172,1.50193,3.91659,3.35654,0.29404,0.06661,48.6,NA,60,NA,0,NA,1.28405,0.92948,2.14066,0.80693,0.62994000000000006,3.57753,3.16394,2.58363,1.14509,0.46193,4.19066,3.59142,2025-01-29,27,24,5,156,1,0,156,2024-01-26,49,24,32,344,1,0,344,203,9,27,3,5,160542.77,0,5,"400 - 29TH STREET NORTHEAST,PUYALLUP,WA,98373",47.1931,-122.25,NA,2025-07-01
505488,RICHMOND BEACH REHAB,19235 - 15TH AVENUE NORTHWEST,SHORELINE,WA,98177,2065462666,160,King,For profit - Corporation,131,98.9,NA,Medicare and Medicaid,N,RICHMOND BEACH REHAB LLC,1994-07-18,AVAMERE,58,33,2.6,2.4,3.6,3.5,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,5,NA,3,NA,3,NA,NA,NA,2.4265,1.07738,0.43225,1.50963,3.93613,3.37481,0.38459,0.0795,35.5,NA,25,NA,0,NA,1.50719,1.091,2.51266,0.94716,0.73941,4.19923,3.71376,2.21191,0.9821,0.39402,3.58804,3.07636,2024-11-29,10,9,1,56,1,0,56,2023-08-23,5,2,3,36,1,0,36,51,3,1,0,1,44752.5,0,1,"19235 - 15TH AVENUE NORTHWEST,SHORELINE,WA,98177",47.7687,-122.38,NA,2025-07-01
505493,PARK SHORE,1630 43RD AVENUE EAST,SEATTLE,WA,98112,2063290770,160,King,Non profit - Corporation,28,17.9,NA,Medicare and Medicaid,N,PRESBYTERIAN RETIREMENT COMMUNITIES NORTHWEST,1995-08-10,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.65121,0.35264,1.11963,1.47227,4.12348,3.58685,0.93937,0.13628,NA,26,NA,26,NA,26,1.27542,0.92323,2.12627,0.80151,0.6257,3.55348,3.14267,2.85593,0.37987,1.20608,4.44188,3.86383,2024-10-16,11,11,0,72,1,0,72,2023-06-16,25,24,1,160,1,0,160,94,1,0,1,1,14888.25,0,1,"1630 43RD AVENUE EAST,SEATTLE,WA,98112",47.6345,-122.28,NA,2025-07-01
505496,AVALON CARE CENTER AT NORTHPOINTE,9827 NORTH NEVADA,SPOKANE,WA,99218,5094687000,310,Spokane,For profit - Corporation,119,93.3,NA,Medicare and Medicaid,N,"AVALON CARE CENTER - SPOKANE, LLC",1996-05-08,AVALON HEALTH CARE,57,15,3.1,2.8,3.8,3.8,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,4,NA,3,NA,3,NA,NA,NA,2.26741,1.24603,0.61158,1.85761,4.12502,3.31529,0.33279,0.05743,67.2,NA,61.1,NA,1,NA,1.38935,1.0057,2.31619,0.8731,0.68159,3.87089,3.42338,2.24222,1.23218,0.60479,4.07918,3.27845,2025-02-07,40,29,17,260,1,0,260,2023-11-09,22,13,10,108,1,0,108,222,12,32,1,3,149675,1,4,"9827 NORTH NEVADA,SPOKANE,WA,99218",47.7477,-117.4,NA,2025-07-01
505498,TOUCHMARK ON SOUTH HILL NURSING,2929 SOUTH WATERFORD DRIVE,SPOKANE,WA,99203,5095362929,310,Spokane,For profit - Limited Liability company,57,32,NA,Medicare,N,TOUCHMARK ON SOUTH HILL LP,1996-08-26,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,None,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,2.69888,0.92108,1.04047,1.96155,4.66044,3.63485,0.94276,0.16587,68.9,NA,73.3,NA,0,NA,1.37493,0.99526,2.29216,0.86404,0.67452,3.83073,3.38786,2.69687,0.92039,1.0397,4.65696,3.63215,2025-01-13,7,3,5,36,1,0,36,2023-08-31,22,13,9,215,1,0,215,80.75,7,8,NA,1,7445.75,0,1,"2929 SOUTH WATERFORD DRIVE,SPOKANE,WA,99203",47.6272,-117.38,NA,2025-07-01
505499,COTTESMORE OF LIFE CARE,2909 14TH AVENUE NORTHWEST,GIG HARBOR,WA,98335,2538515433,260,Pierce,For profit - Limited Liability company,108,101.5,NA,Medicare and Medicaid,N,"GIG HARBOR OPERATIONS, LLC",1996-12-06,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.47349,0.86067,1.08462,1.94529,4.41878,3.60462,0.62137,0.13116,53.2,NA,57.7,NA,0,NA,1.52438,1.10344,2.54131,0.95796,0.74784,4.24711,3.75611,2.22933,0.77571,0.97756,3.98259,3.2488,2025-01-13,18,18,0,108,1,0,108,2024-02-08,15,7,8,88,1,0,88,103,4,7,NA,1,18232.5,0,1,"2909 14TH AVENUE NORTHWEST,GIG HARBOR,WA,98335",47.2845,-122.56,NA,2025-07-01
505500,MISSION HEALTHCARE AT BELLEVUE,2424 156TH AVENUE NORTHEAST,BELLEVUE,WA,98007,4256411166,160,King,For profit - Corporation,69,44.4,NA,Medicare and Medicaid,N,MISSION HEALTHCARE AT BELLEVUE JOINT VENTURE,1997-01-22,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,None,Yes,3,NA,2,NA,4,NA,4,NA,5,NA,5,NA,NA,NA,2.94757,0.896,1.19499,2.09099,5.03856,4.54541,0.90727,0.29147,48.7,NA,40,NA,0,NA,1.23237,0.89207,2.0545,0.77446,0.60459,3.43355,3.0366,3.28609,0.9989,1.33223,5.61721,5.06743,2024-10-17,30,28,2,168,1,0,168,2023-07-14,18,10,8,80,1,0,80,146,5,3,NA,0,0,0,0,"2424 156TH AVENUE NORTHEAST,BELLEVUE,WA,98007",47.6319,-122.13,NA,2025-07-01
505504,COVENANT SHORES HEALTH CENTER,9107 FORTUNA DRIVE,MERCER ISLAND,WA,98040,2063168042,160,King,For profit - Corporation,43,37.5,NA,Medicare and Medicaid,N,COVENANT LIVING WEST,1997-09-04,COVENANT LIVING,168,15,4.2,3.9,4.2,3.7,Y,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,5,NA,4,NA,5,NA,NA,NA,2.70032,0.31237,1.49765,1.81002,4.51034,4.07795,1.41163,0.21658,44.4,NA,18.2,NA,0,NA,1.34085,0.97059,2.23535,0.84263,0.6578,3.73577,3.30389,2.76689,0.32007,1.53457,4.62153,4.17848,2024-12-16,9,9,0,52,1,0,52,2023-09-01,17,15,3,192,1,0,192,87,1,3,0,1,190004.75,0,1,"9107 FORTUNA DRIVE,MERCER ISLAND,WA,98040",47.5812,-122.21,NA,2025-07-01
505507,SHELTON HEALTH & REHAB CENTER,153 JOHNS COURT,SHELTON,WA,98584,3604272575,220,Mason,For profit - Limited Liability company,76,62,NA,Medicare and Medicaid,N,"SHELTON SNF OPERATIONS, LLC",1999-02-12,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,4,NA,3,NA,3,NA,NA,NA,2.10888,0.94652,0.59499,1.54151,3.65039,3.19991,0.3743,0,61.2,NA,37.5,NA,0,NA,1.31713,0.95342,2.1958,0.82772,0.64616,3.66968,3.24543,2.1998,0.98732,0.62064,3.80776,3.33785,2025-03-19,18,15,3,187,1,0,187,2024-02-12,24,22,2,104,1,0,104,166.25,3,1,0,2,46020,0,2,"153 JOHNS COURT,SHELTON,WA,98584",47.234,-123.11,NA,2025-07-01
